# Version 1.0
# DOI https://doi.org/10.1103/PhysRevC.87.034911
# Source https://www.hepdata.net/download/table/ins1127262/Figure%2011/2/yaml
# Experiment PHENIX
# System AuAu200
# Centrality 0-5
# XY $p_T$ $R_{AA}$
# Label xmin xmax y stat,low stat,high corr,low corr,high global,low global,high
5 5.5 0.17528 0.0017519 0.0017519 0.022416 0.022416 0.021445 0.021445
5.5 6 0.17531 0.0022016 0.0022016 0.02247 0.02247 0.021447 0.021447
6 6.5 0.1756 0.0027955 0.0027955 0.022557 0.022557 0.021483 0.021483
6.5 7 0.18227 0.0035744 0.0035744 0.023469 0.023469 0.0223 0.0223
7 7.5 0.17485 0.0042741 0.0042741 0.022574 0.022574 0.021392 0.021392
7.5 8 0.18145 0.0053353 0.0053353 0.023496 0.023496 0.0222 0.0222
8 8.5 0.18936 0.0066669 0.0066669 0.023016 0.023016 0.023167 0.023167
8.5 9 0.17661 0.007622 0.007622 0.021562 0.021562 0.021606 0.021606
9 9.5 0.20798 0.010048 0.010048 0.025566 0.025566 0.025444 0.025444
9.5 10 0.22883 0.01309 0.01309 0.028934 0.028934 0.027996 0.027996
10 12 0.20791 0.0086523 0.0086523 0.031109 0.031109 0.025436 0.025436
12 14 0.24546 0.01796 0.01796 0.051257 0.051257 0.03003 0.03003
14 16 0.29822 0.041929 0.041929 0.08328 0.08328 0.036485 0.036485
16 18 0.31373 0.076345 0.076345 0.11198 0.11198 0.038383 0.038383
18 20 0.33084 0.14284 0.14284 0.14441 0.14441 0.040475 0.040475
